"id","host_id","host_response_rate","host_is_superhost","property_type","host_identity_verified","neighbourhood_cleansed","instant_bookable","cancellation_policy","accommodates","bathrooms","bedrooms","beds","price"
7825197,37361797,1,"t","Guest suite","t","Hastings-Sunrise","t","strict_14_with_grace_period",3,1,0,2,69
34473037,172455200,0.4,"f","Apartment","f","South Cambie","t","strict_14_with_grace_period",1,1,1,0,120
34201735,258215272,1,"f","House","f","Grandview-Woodland","t","flexible",4,1,1,1,100
37175117,61023666,1,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",6,2,2,3,50
8254293,43528879,NA,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",3,1,1,1,180
5602997,28884211,1,"t","House","f","Grandview-Woodland","f","moderate",4,1,2,2,180
39025146,129795244,1,"f","Villa","f","West Point Grey","f","flexible",4,1.5,2,3,158
39822321,294445323,1,"f","Apartment","f","Downtown","f","flexible",4,1,1,3,300
37995760,190630980,NA,"f","Condominium","f","Downtown","f","flexible",2,2,2,2,180
36765927,276353963,1,"t","House","f","Renfrew-Collingwood","f","moderate",2,1,1,2,59
27547916,80616321,1,"t","House","f","Riley Park","f","moderate",1,1,1,1,36
37668945,208141481,0.88,"f","Villa","t","Shaughnessy","f","moderate",8,3.5,4,4,688
36879828,130060748,0.97,"f","House","t","Sunset","t","moderate",6,2,3,4,151
36005894,270897396,NA,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,154
36150406,137848499,1,"t","Villa","f","Dunbar Southlands","t","flexible",3,1.5,1,2,129
30589887,229454815,1,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",4,1,1,1,151
4424484,1021923,1,"t","Condominium","f","West End","f","strict_14_with_grace_period",4,2,2,2,300
36490820,30899,0.81,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",4,1,1,1,95
2454353,10997524,1,"f","House","t","Kensington-Cedar Cottage","f","moderate",3,1,1,2,125
39025099,130060748,0.97,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",4,1,1,2,238
29835925,53851701,0.71,"f","Townhouse","t","Downtown","t","strict_14_with_grace_period",1,1,0,1,129
23329738,35623903,1,"f","House","f","Renfrew-Collingwood","t","moderate",2,1,1,1,26
8295134,43720434,0.94,"f","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",6,1,3,3,199
14453811,43821605,1,"t","Condominium","f","Kitsilano","f","strict_14_with_grace_period",2,1,1,2,111
15260043,29968014,1,"t","Condominium","t","Downtown","t","moderate",2,1,1,1,238
5005722,25813717,1,"t","Apartment","t","West Point Grey","f","moderate",6,1,2,3,325
35851960,268249072,1,"f","House","f","Shaughnessy","f","strict_14_with_grace_period",2,1,1,1,120
29807160,64109466,1,"f","Condominium","t","West End","f","strict_14_with_grace_period",4,1,1,1,50
37331659,281145546,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,198
23323410,29711345,1,"f","Townhouse","t","Mount Pleasant","t","strict_14_with_grace_period",6,2,2,3,120
18408882,63299080,1,"t","Cottage","f","Grandview-Woodland","f","moderate",4,1,0,2,135
25477649,36720655,1,"f","House","t","Dunbar Southlands","t","strict_14_with_grace_period",2,1,0,2,106
38853078,15630601,NA,"f","Condominium","f","Downtown","t","flexible",4,1,0,2,199
38804178,2260595,NA,"f","Condominium","f","West End","f","flexible",4,2,2,2,399
14726102,973890,1,"f","House","t","Marpole","f","strict_14_with_grace_period",2,1,1,1,65
23997506,49015428,0.91,"t","Apartment","f","South Cambie","t","strict_14_with_grace_period",4,2,2,2,230
37402401,259621021,1,"f","House","f","Kerrisdale","t","strict_14_with_grace_period",4,2,2,3,100
32410601,243398221,1,"f","Condominium","f","West End","f","moderate",5,2,2,3,199
31720142,237941083,0.9,"f","Guest suite","f","Kitsilano","t","flexible",5,2,2,2,350
19406398,1094761,1,"t","Guest suite","t","Hastings-Sunrise","f","strict_14_with_grace_period",3,1,1,1,62
680412,3181196,0.5,"f","Apartment","f","Grandview-Woodland","f","moderate",4,1,1,2,100
37298201,79379,1,"t","House","f","West Point Grey","t","strict_14_with_grace_period",1,1,1,1,79
39319377,253747001,1,"t","House","t","Sunset","t","flexible",2,2,1,1,88
17095540,23433411,1,"f","Townhouse","t","Mount Pleasant","f","moderate",4,2,2,2,345
68894,343195,1,"t","House","f","Grandview-Woodland","f","strict_14_with_grace_period",4,2,2,2,112
38582566,34068189,1,"f","House","t","Oakridge","t","strict_14_with_grace_period",8,2,4,4,248
34937868,263264899,0.9,"t","Apartment","f","West End","f","flexible",2,1,1,1,151
13914085,82552476,NA,"t","Townhouse","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,158
4747128,41526,0.9,"t","Apartment","t","Downtown","f","strict_14_with_grace_period",4,1.5,2,2,275
16203098,2172574,1,"t","Apartment","t","Kensington-Cedar Cottage","f","moderate",4,1,2,2,79
22326190,20246084,1,"f","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",4,1,1,3,90
37978581,287917934,1,"f","House","f","Victoria-Fraserview","t","strict_14_with_grace_period",2,2,1,1,45
12522460,30064922,1,"t","Apartment","f","Fairview","f","moderate",2,1,1,1,100
20980500,4292086,1,"t","Townhouse","t","Fairview","f","strict_14_with_grace_period",6,3.5,3,3,275
27023757,9816135,NA,"f","Apartment","t","West End","t","flexible",3,1,1,1,221
34285425,236411620,1,"f","House","f","Marpole","t","strict_14_with_grace_period",4,1,2,2,59
35623845,53071683,1,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",2,1,1,1,110
39421837,208591489,1,"f","House","f","Oakridge","t","flexible",1,1,1,1,69
38413354,292726951,1,"f","Apartment","f","Downtown","t","flexible",2,1,1,1,199
30272634,7990385,1,"t","Guest suite","t","Hastings-Sunrise","f","moderate",4,1,1,2,135
36918373,277254993,1,"f","House","f","Marpole","t","strict_14_with_grace_period",2,1,1,1,51
38847417,28439118,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,145
22956917,724919,1,"f","Condominium","t","Downtown","f","moderate",1,1,1,1,44
38362135,291713757,1,"t","Guest suite","f","Oakridge","t","flexible",4,1,2,2,145
5480529,1694605,1,"t","Condominium","t","West End","t","strict_14_with_grace_period",8,2,3,5,551
38631660,295023846,0,"f","Condominium","t","Downtown","f","moderate",6,2,2,2,825
16456498,1340389,1,"f","Apartment","f","Downtown Eastside","f","moderate",4,1,2,2,300
31935126,239446980,1,"t","Loft","f","Downtown","f","strict_14_with_grace_period",4,1,1,2,176
23413748,7084377,NA,"f","Apartment","t","Grandview-Woodland","t","flexible",1,1,1,1,45
22862714,127086064,NA,"f","Condominium","f","Mount Pleasant","t","moderate",2,1,1,1,125
35915727,195228662,1,"t","Apartment","f","Downtown Eastside","f","strict_14_with_grace_period",2,1,1,1,119
22162819,161653416,1,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",5,1,1,3,139
25670128,189413853,1,"t","House","f","Hastings-Sunrise","t","moderate",2,1,1,1,151
35545084,223896599,1,"f","Villa","f","Kerrisdale","t","flexible",2,1,1,1,81
3258141,2805581,NA,"f","Townhouse","t","Kitsilano","f","strict_14_with_grace_period",5,1.5,3,4,400
36850937,137723096,1,"f","House","f","Dunbar Southlands","t","flexible",6,3,3,3,120
966003,5268156,0.9,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",4,1,1,2,149
36151769,96802530,NA,"f","Apartment","f","Mount Pleasant","t","strict_14_with_grace_period",2,1,1,2,125
28363319,156723063,1,"t","House","f","Riley Park","t","moderate",2,1,1,1,75
28760438,212146549,1,"f","House","f","Killarney","t","flexible",6,1,2,3,123
17714487,4292086,1,"t","Apartment","t","West End","f","strict_14_with_grace_period",4,2,2,2,195
37053374,269108189,1,"f","Villa","f","West Point Grey","t","strict_14_with_grace_period",2,1,1,1,88
7741348,40689478,0.94,"t","Apartment","t","Mount Pleasant","t","flexible",2,1,1,1,70
13095062,29412479,1,"t","House","t","Riley Park","f","strict_14_with_grace_period",6,2,3,4,199
34651168,136262160,NA,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",4,2,2,2,199
33990487,256471109,1,"f","Guest suite","f","South Cambie","t","strict_14_with_grace_period",4,1,2,2,248
18504108,23977001,1,"t","Condominium","t","Downtown","f","moderate",2,1,1,1,129
13111653,72693452,1,"f","Condominium","t","Downtown","f","moderate",2,1,1,1,199
36323024,272141624,1,"f","Apartment","f","Victoria-Fraserview","t","flexible",3,1,1,1,81
24748690,187102215,1,"t","Condominium","f","Fairview","f","moderate",4,2,2,2,250
38194421,65252743,1,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",2,1,1,1,228
39583199,298342641,1,"f","House","f","Dunbar Southlands","t","flexible",2,1,1,1,81
16066946,25891060,1,"t","Apartment","t","West End","f","flexible",2,1,1,1,110
12561099,3092935,1,"t","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,140
3177610,8696545,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",4,1.5,2,2,300
34123104,66495563,1,"t","Townhouse","t","Renfrew-Collingwood","t","strict_14_with_grace_period",6,3,3,4,224
35972576,214986,1,"t","House","t","Grandview-Woodland","t","strict_14_with_grace_period",4,1,2,2,151
31173831,47322767,1,"f","Guest suite","t","Arbutus Ridge","t","strict_14_with_grace_period",2,1,1,1,115
29012538,15116519,1,"f","House","f","Riley Park","t","flexible",2,1,1,1,48
20776289,137398000,1,"f","House","f","Oakridge","t","moderate",2,1,1,1,75
36703695,275881744,1,"t","Loft","f","Downtown Eastside","t","flexible",4,1,1,1,280
1937134,10022488,1,"f","Apartment","f","Mount Pleasant","f","strict_14_with_grace_period",3,1,1,2,65
29038862,125368592,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,49
15043236,9575419,1,"t","Guest suite","t","Downtown Eastside","f","moderate",2,1,1,1,125
35189312,264984269,1,"t","House","t","Kitsilano","f","strict_14_with_grace_period",5,1.5,2,3,199
27903434,73238515,1,"f","House","f","Riley Park","f","strict_14_with_grace_period",2,1,1,1,85
34045168,20978741,1,"f","Loft","f","Mount Pleasant","f","moderate",4,1,1,1,195
30885025,2464654,1,"f","Apartment","f","Dunbar Southlands","t","flexible",4,1,1,2,180
31268504,121966720,NA,"f","Villa","f","Oakridge","f","flexible",3,1,1,2,81
38220176,10163221,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",4,1,1,1,168
36202366,236411620,1,"f","House","f","Marpole","t","strict_14_with_grace_period",2,1,1,1,50
28317472,2021485,1,"t","House","t","Downtown Eastside","f","moderate",4,2,2,2,199
35262292,265473920,1,"f","Loft","f","Downtown","t","strict_14_with_grace_period",4,1,1,2,350
34648642,30434492,1,"f","Guest suite","f","Shaughnessy","t","moderate",2,1,1,1,199
38702760,1921852,1,"f","House","f","Dunbar Southlands","t","moderate",6,3.5,3,3,500
26360605,86620777,0.88,"f","Apartment","f","West End","f","strict_14_with_grace_period",2,1,1,1,85
33551463,250216111,1,"t","House","f","Sunset","t","strict_14_with_grace_period",2,2,1,1,75
9318501,48363102,NA,"f","House","f","Riley Park","t","strict_14_with_grace_period",6,2,4,4,400
23578800,2502595,1,"f","Serviced apartment","f","Downtown","f","strict_14_with_grace_period",4,1,0,1,160
35770369,28359037,1,"f","Apartment","t","West End","f","moderate",1,1,1,2,55
26044954,195746250,1,"t","Guest suite","f","Kensington-Cedar Cottage","f","moderate",4,1,1,1,110
29013359,218678633,0.9,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,0,1,180
34510809,260468445,1,"t","House","f","Hastings-Sunrise","f","moderate",6,1,2,3,106
11911136,21102911,1,"f","Apartment","t","Kitsilano","f","strict_14_with_grace_period",4,1,1,2,139
21632213,30740377,NA,"f","Apartment","f","Downtown","f","flexible",4,2.5,2,2,199
16578149,13105029,NA,"t","House","t","Hastings-Sunrise","t","strict_14_with_grace_period",2,1,1,2,95
34716981,261106573,1,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",5,1,2,3,236
37937625,285956680,0.99,"t","Apartment","f","West End","t","moderate",5,2,2,2,498
24853244,186632727,NA,"f","House","f","Grandview-Woodland","f","flexible",2,1,0,1,85
27810293,210003858,1,"t","Guesthouse","f","Marpole","f","moderate",4,1,2,3,151
20052490,11423475,0.89,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,275
34933480,263235407,1,"f","Guest suite","f","Oakridge","t","strict_14_with_grace_period",4,1.5,1,1,188
19099699,133425831,1,"f","Apartment","f","Renfrew-Collingwood","t","strict_14_with_grace_period",3,1,1,2,136
34234714,7920446,1,"f","Condominium","f","Marpole","f","moderate",4,2,2,2,149
25157667,185055267,NA,"f","Guest suite","f","Riley Park","f","strict_14_with_grace_period",2,1,1,1,100
16601683,2962251,1,"t","Apartment","t","Mount Pleasant","t","moderate",5,1,2,2,158
37827787,161431376,1,"f","House","f","Arbutus Ridge","t","strict_14_with_grace_period",1,1,1,1,40
6648508,18610879,NA,"t","Condominium","f","Kitsilano","f","strict_14_with_grace_period",2,1,1,1,190
16795187,111635046,1,"t","Condominium","f","Downtown","t","moderate",4,2,2,2,240
13607164,1743089,1,"t","Guest suite","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",4,1,1,2,95
2017305,10374538,1,"f","House","t","Grandview-Woodland","f","moderate",6,2.5,3,3,120
12210773,12310952,1,"f","House","t","Marpole","f","strict_14_with_grace_period",2,1,1,1,36
20216848,141778280,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",3,1,1,1,139
38482814,10548540,0.8,"f","Apartment","f","Kitsilano","t","flexible",2,1,1,1,199
27961829,44954942,1,"f","House","f","Hastings-Sunrise","t","moderate",8,3,4,4,300
34116720,2049529,0.5,"f","House","f","Sunset","f","flexible",2,1,1,1,110
1678196,3058819,1,"t","Apartment","f","Fairview","f","moderate",4,1.5,2,2,151
15343294,87837487,1,"f","House","t","Renfrew-Collingwood","t","moderate",2,2,1,1,40
28701400,16219659,1,"t","House","f","Hastings-Sunrise","t","flexible",4,1,1,3,149
32746,52118,1,"f","Apartment","t","Downtown Eastside","f","strict_14_with_grace_period",3,1,1,2,107
37099647,162044146,1,"t","Condominium","f","Downtown","t","flexible",5,2,3,3,289
19945552,141355071,1,"f","House","f","Shaughnessy","f","strict_14_with_grace_period",10,2.5,4,6,618
42645,109845,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,1,1,1,158
17911210,1522256,1,"t","Loft","t","Downtown Eastside","f","strict_14_with_grace_period",2,1,1,1,149
9351082,33447373,1,"t","Serviced apartment","t","Downtown","t","strict_14_with_grace_period",2,1,0,1,199
36480754,90104802,1,"t","House","f","Kensington-Cedar Cottage","f","moderate",5,1.5,3,2,199
13496222,65959354,1,"t","House","f","Renfrew-Collingwood","t","moderate",2,1,1,1,49
26448132,28469375,1,"t","Condominium","f","Killarney","f","moderate",2,1,1,1,151
33113936,249259069,1,"f","Guesthouse","f","Killarney","t","strict_14_with_grace_period",6,2,3,3,83
39094363,299632419,1,"f","Apartment","f","Downtown","t","flexible",3,1,1,1,176
22631875,166495187,NA,"f","Guest suite","t","Kensington-Cedar Cottage","t","strict_14_with_grace_period",4,1,2,4,100
13334490,54154927,0.9,"f","House","f","Victoria-Fraserview","f","moderate",16,3.5,4,9,499
20967456,150145458,1,"t","House","f","Marpole","t","moderate",4,1,1,2,88
1399744,7560143,1,"f","Apartment","t","Mount Pleasant","f","strict_14_with_grace_period",6,2,2,4,450
34061229,43111252,1,"t","Guest suite","t","Victoria-Fraserview","f","moderate",4,1,1,1,73
27638047,207470540,1,"f","House","f","Riley Park","t","strict_14_with_grace_period",2,1,1,1,90
7931005,15907077,NA,"f","Apartment","t","Mount Pleasant","f","moderate",2,1,1,1,110
22229003,50944107,NA,"f","Apartment","f","Grandview-Woodland","f","strict_14_with_grace_period",5,1,2,3,189
14266530,86942788,1,"t","House","t","Sunset","f","strict_14_with_grace_period",4,1,2,2,169
37979877,286955031,1,"f","Guest suite","f","Killarney","t","strict_14_with_grace_period",6,1,2,3,99
24432374,111662227,NA,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",4,1,1,2,217
1418910,7499193,1,"t","House","t","Grandview-Woodland","f","moderate",2,1,1,1,88
6405277,406594,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",3,1,0,0,75
29311283,33468599,1,"t","Loft","f","Downtown Eastside","f","strict_14_with_grace_period",3,2,1,1,600
8672239,45552609,1,"t","Guest suite","t","Sunset","t","moderate",5,1,2,3,169
14015267,66638660,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",2,1,1,1,199
33477210,252208280,1,"f","House","f","Arbutus Ridge","t","strict_14_with_grace_period",8,4.5,4,4,300
35873478,139891966,1,"f","Condominium","f","Fairview","t","moderate",2,1,1,1,110
35803978,147423399,1,"f","Apartment","f","West End","t","flexible",4,1,1,2,325
39304728,252912378,1,"f","Townhouse","f","Downtown","t","moderate",2,1,1,1,81
29912337,223896599,1,"f","Villa","f","Arbutus Ridge","t","moderate",2,1,1,1,36
38817043,14610502,1,"f","Condominium","f","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,0,99
29780872,206247012,1,"f","Condominium","f","Downtown","f","flexible",2,2,1,1,120
21728058,5941206,NA,"f","House","f","Riley Park","t","moderate",5,2,3,3,180
22480157,30881894,1,"f","Townhouse","f","South Cambie","t","strict_14_with_grace_period",2,1,1,1,75
14616290,90723425,NA,"f","House","f","Riley Park","f","moderate",2,1,1,1,69
38731715,103182937,1,"f","Apartment","f","West End","f","strict_14_with_grace_period",4,1,1,1,298
14823177,92678672,1,"t","Condominium","f","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,85
1012385,5569906,1,"t","House","t","Mount Pleasant","f","moderate",2,1.5,1,1,81
3520384,12090368,1,"t","House","t","Killarney","f","flexible",2,1,1,1,50
14029073,13480596,1,"f","House","t","Hastings-Sunrise","f","flexible",2,1,1,1,50
23976814,83930545,1,"t","Condominium","f","Mount Pleasant","t","strict_14_with_grace_period",2,1,0,1,224
31941008,239048811,1,"t","House","t","Riley Park","f","moderate",8,2,3,6,160
20994633,150857641,1,"t","House","f","Kitsilano","f","strict_14_with_grace_period",2,1.5,1,2,65
22486382,159019037,1,"t","House","t","Kitsilano","t","strict_14_with_grace_period",8,2,3,5,298
38465573,276943447,1,"t","House","f","Riley Park","f","flexible",1,2.5,1,1,26
39156259,63260107,0.83,"f","Townhouse","f","Downtown","t","flexible",2,1,1,1,90
35968255,270558697,1,"t","House","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",14,4,5,7,540
33640659,253517262,1,"t","Condominium","f","Downtown Eastside","t","strict_14_with_grace_period",5,1,2,2,360
16783985,3261467,1,"f","Guest suite","f","Kerrisdale","f","moderate",2,1,1,1,100
